Date/Time,100m_N Avg [m/s],100m_N Std [m/s],100m_S Avg [m/s],100m_S Std [m/s],80m Avg [m/s],80m Std [m/s],50m Avg [m/s],50m Std [m/s],20m Avg [m/s],20m Std [m/s],Pressure [mbar],98m WV [°],78m WV [°],48m WV [°],Temp 5m [°C],Hum 5m [%]
11/9/2017 0:30,1.2,0.102,NaN,NaN,1.933,0.271,2.495,0.57,2.565,0.459,1008.5,348.8,337.5,350.2,22.1,66.8
11/9/2017 0:40,1.6,0.205,NaN,NaN,1.904,0.289,3.207,0.177,3.544,0.589,1008.4,4.2,343.1,338.9,22.5,63.4
11/9/2017 0:50,2.605,0.58,NaN,NaN,2.962,0.48,4.216,0.383,4.22,0.718,1008.2,1.4,340.3,338.9,22.4,64.3
11/9/2017 1:00,3.02,0.177,NaN,NaN,2.35,0.785,4.501,0.307,4.139,0.747,1008,1.4,347.3,337.5,21.6,66.5
11/9/2017 1:10,3.076,0.177,NaN,NaN,3.528,0.48,4.825,0.145,3.933,0.459,1007.9,0,338.9,336.1,21.4,65.9
11/9/2017 1:20,3.739,0.177,NaN,NaN,4.486,0.145,5.215,0.145,4.058,0.229,1007.9,351.6,336.1,337.5,21.4,65.4
11/9/2017 1:30,3.837,0.145,NaN,NaN,4.298,0.145,4.741,0.102,3.488,0.41,1007.9,357.2,336.1,336.1,21.1,65.3
11/9/2017 1:40,3.746,0.251,NaN,NaN,4.195,0.48,4.535,0.145,3.288,0.29,1007.8,355.8,340.3,337.5,21,65.8
11/9/2017 1:50,3.98,0.177,NaN,NaN,3.472,0.693,4.678,0.205,3.726,0.543,1007.7,358.6,344.5,341.7,21.3,62.6
11/9/2017 2:00,4.299,0,NaN,NaN,4.339,0.102,4.852,0.102,4.004,0.29,1007.7,350.2,337.5,336.1,21.6,61
11/9/2017 2:10,4.252,0.177,NaN,NaN,4.746,0.25,5.063,0.307,3.773,0.308,1007.6,351.6,340.3,337.5,21.4,62.1
11/9/2017 2:20,4.289,0.102,NaN,NaN,4.758,0.177,5.085,0.29,3.524,0.178,1007.6,345.9,340.3,334.7,21,62.9
11/9/2017 2:30,4.152,0.177,NaN,NaN,4.719,0.229,5.016,0.102,3.47,0.251,1007.6,351.6,340.3,336.1,21.1,62
11/9/2017 2:40,4.5,0.145,4.566,0.145,4.743,0,4.985,0.102,3.551,0.205,1007.6,343.1,334.7,337.5,20.9,62.6
11/9/2017 2:50,4.385,0.102,4.451,0.102,4.562,0.102,4.813,0.205,3.824,0.205,1007.5,343.1,336.1,338.9,21,61.6
11/9/2017 3:00,4.139,0.145,4.201,0.102,4.398,0.102,4.822,0.881,3.483,0.229,1007.6,344.5,337.5,345.9,21,61.6
11/9/2017 3:10,4.193,0.229,4.26,0.229,4.307,0.396,3.199,0.369,3.534,0.229,1007.5,341.7,340.3,350.2,21,60.8
11/9/2017 3:20,3.744,0.177,NaN,NaN,2.279,0.323,2.681,0.29,3.751,0.103,1007.5,353,353,351.6,21.3,59.2
11/9/2017 3:30,3.329,0.145,NaN,NaN,2.563,0.289,2.323,0.177,3.502,0.205,1007.5,354.4,357.2,353,21.3,59.2
11/9/2017 3:40,3.503,0.102,NaN,NaN,2.869,0.289,2.929,0.648,3.399,0.205,1007.5,358.6,357.2,350.2,20.9,61.4
11/9/2017 3:50,3.575,0.145,NaN,NaN,3.379,0.49,4.01,0.229,3.709,0.308,1007.5,2.8,357.2,343.1,20.4,63.8
11/9/2017 4:00,3.985,0.251,NaN,NaN,4.258,0.177,2.841,0.458,3.864,0.178,1007.5,7,1.4,348.8,20.8,60.1
11/9/2017 4:10,4.26,0.34,NaN,NaN,4.128,0.307,2.347,0.271,3.8,0.145,1007.6,4.2,0,351.6,21.6,56.3
11/9/2017 4:20,4.603,0.229,NaN,NaN,4.013,0.339,3.19,0.458,3.647,0.145,1007.6,2.8,0,345.9,21.5,56.8
11/9/2017 4:30,4.711,0.205,NaN,NaN,3.607,0.638,3.582,0.177,3.465,0.205,1007.6,4.2,358.6,343.1,21,60.4
11/9/2017 4:40,4.925,0.177,NaN,NaN,3.903,0.511,3.055,0.68,3.303,0.251,1007.6,4.2,0,344.5,20.7,60.9
11/9/2017 4:50,5.102,0.229,NaN,NaN,3.969,0.531,3.413,0.916,3.714,0.355,1007.6,4.2,358.6,344.5,20.5,61.2
11/9/2017 5:00,5.215,0.177,NaN,NaN,3.234,0.686,4.641,0.177,3.237,0.688,1007.7,4.2,357.2,338.9,20.5,61.5
11/9/2017 5:10,5.021,0.251,NaN,NaN,4.131,0.751,4.977,0.177,3.721,0.145,1007.7,4.2,358.6,338.9,20.7,60.4
11/9/2017 5:20,5.156,0.177,NaN,NaN,4.726,0.457,5.23,0.145,3.598,0.103,1007.8,4.2,358.6,337.5,20.7,60.5
11/9/2017 5:30,5.18,0.145,NaN,NaN,3.31,0.73,4.845,0.205,3.392,0.145,1007.9,2.8,355.8,334.7,20.5,61.6
11/9/2017 5:40,5.237,0.177,NaN,NaN,4.966,0.177,5.264,0.271,3.642,0.145,1008,4.2,358.6,340.3,20.4,61.5
11/9/2017 5:50,5.374,0.177,NaN,NaN,5.077,0.177,5.483,0.369,3.942,0.355,1008,4.2,0,340.3,20.9,58.7
11/9/2017 6:00,5.671,0.145,NaN,NaN,5.209,0.145,6.188,0.29,4.019,0.29,1008.2,2.8,358.6,341.7,20.9,59.9
11/9/2017 6:10,5.853,0.102,NaN,NaN,5.327,0.145,6.07,0.307,3.298,0.384,1008.4,2.8,0,343.1,20.4,61.9
11/9/2017 6:20,5.993,0.205,NaN,NaN,5.606,0.229,4.835,0.956,3.35,0.325,1008.5,4.2,1.4,347.3,20.2,62.7
11/9/2017 6:30,6.686,0.177,NaN,NaN,6,0.177,4.078,0.687,3.163,0.481,1008.5,1.4,0,348.8,20.3,62.3
11/9/2017 6:40,6.821,0.145,NaN,NaN,5.91,0.605,3.833,0.397,2.75,0.34,1008.7,1.4,358.6,351.6,20.2,63.4
11/9/2017 6:50,6.646,0.145,NaN,NaN,3.756,0.701,4.918,0.78,2.88,0.447,1008.8,0,355.8,348.8,20.2,63.2
11/9/2017 7:00,6.457,0.29,NaN,NaN,3.193,0.204,3.565,1.07,3.933,0.325,1009,358.6,351.6,354.4,20.3,61.6
11/9/2017 7:10,6.452,0.29,NaN,NaN,3.702,0.578,3.85,0.905,3.957,0.29,1009.1,358.6,348.8,351.6,20.4,61.3
11/9/2017 7:20,6.582,0.422,NaN,NaN,3.756,0.874,3.197,0.522,2.496,0.788,1009.2,0,353,355.8,20.9,59
11/9/2017 7:30,7.889,0.307,NaN,NaN,6.236,0.824,3.349,0.615,2.255,0.355,1009.3,2.8,358.6,357.2,21.3,58.3
11/9/2017 7:40,7.034,0.57,NaN,NaN,7.684,0.678,4.435,1.225,2.433,0.41,1009.4,8.4,1.4,357.2,21.1,58.5
11/9/2017 7:50,6.546,0.447,NaN,NaN,7.539,0.501,6.821,0.435,2.44,0.589,1009.5,9.8,1.4,1.4,21.9,55.2
11/9/2017 8:00,6.096,0.512,6.216,0.512,6.167,0.323,6.492,0.502,2.612,0.47,1009.6,16.9,4.2,1.4,22.1,54.9
11/9/2017 8:10,6.013,0.34,6.136,0.339,5.733,0.271,4.498,0.8,2.715,0.423,1009.7,21.1,9.8,8.4,22.5,54.6
11/9/2017 8:20,6.44,0.324,6.596,0.324,5.836,0.307,4.022,0.29,1.778,0.272,1009.8,18.3,9.8,5.6,23.1,54.9
11/9/2017 8:30,6.772,0.29,6.893,0.307,6.241,0.521,3.83,0.383,2.563,0.384,1009.9,23.9,11.3,5.6,23.7,52.6
11/9/2017 8:40,6.894,0.34,7.03,0.354,6.113,0.638,4.12,0.502,2.548,0.492,1010,23.9,9.8,8.4,24.3,50.7
11/9/2017 8:50,6.393,0.58,6.538,0.588,5.238,0.663,3.691,0.422,2.467,0.447,1010.2,19.7,7,7,24.6,49.7
11/9/2017 9:00,5.421,0.57,5.53,0.588,4.17,0.569,2.544,0.597,1.946,0.29,1010.3,21.1,12.7,5.6,25.4,48.3
11/9/2017 9:10,3.962,0.887,NaN,NaN,2.82,0.785,1.429,0.422,1.316,0.384,1010.5,14.1,1.4,1.4,26.3,46.6
11/9/2017 9:20,2.713,0.58,NaN,NaN,1.779,0.49,1.385,0.324,1.69,0.325,1010.6,11.3,0,7,27,44.8
11/9/2017 9:30,2.858,0.606,2.865,0.663,2.288,0.409,1.967,0.383,2.083,0.41,1010.7,21.1,12.7,16.9,27.4,43.7
11/9/2017 9:40,4.522,0.502,4.588,0.522,3.808,0.501,3.096,0.383,2.787,0.325,1010.8,28.1,19.7,23.9,27.7,42.6
11/9/2017 9:50,5.036,0.205,5.094,0.229,5.003,0.339,4.199,0.58,3.598,0.589,1010.8,42.2,28.1,25.3,28,41.5
11/9/2017 10:00,4.805,0.271,4.87,0.271,4.562,0.396,4.189,0.447,3.906,0.459,1010.8,42.2,33.8,32.3,28.3,40.5
11/9/2017 10:10,4.043,0.41,4.056,0.409,3.805,0.551,3.44,0.57,2.998,0.481,1010.9,52,42.2,35.2,29,39.6
11/9/2017 10:20,3.783,0.552,3.826,0.597,3.778,0.56,3.74,0.47,3.642,0.503,1010.8,47.8,42.2,40.8,29.3,38.8
11/9/2017 10:30,3.795,0.561,3.816,0.551,3.945,0.49,3.98,0.656,3.933,0.696,1010.7,59.1,56.3,57.7,29.8,37.7
11/9/2017 10:40,4.193,0.522,4.221,0.56,4.104,0.531,3.98,0.532,3.672,0.607,1010.6,73.1,73.1,74.5,29.9,39.2
11/9/2017 10:50,4.319,0.656,4.383,0.663,4.44,0.622,4.479,0.664,4.42,0.607,1010.5,64.7,63.3,67.5,29.9,38.8
11/9/2017 11:00,4.947,0.397,4.954,0.369,4.817,0.383,4.584,0.512,4.417,0.543,1010.5,80.2,75.9,80.2,29.8,40.9
11/9/2017 11:10,5.443,0.251,5.447,0.271,5.322,0.339,4.938,0.561,4.127,0.733,1010.3,78.8,73.1,73.1,29.3,43.6
11/9/2017 11:20,5.6,0.271,5.594,0.271,5.273,0.409,4.697,0.597,4.336,0.624,1010.1,81.6,75.9,77.3,29.4,42.7
11/9/2017 11:30,5.536,0.458,5.515,0.48,5.211,0.541,4.663,0.687,4.26,0.633,1010,84.4,80.2,78.8,29.2,44.6
11/9/2017 11:40,5.475,0.58,5.417,0.579,5.246,0.596,4.96,0.82,4.503,0.906,1009.9,94.2,91.4,90,29.1,44.1
11/9/2017 11:50,5.563,0.57,5.557,0.57,5.442,0.56,5.12,0.813,4.422,0.795,1009.7,91.4,88.6,91.4,29.2,41.6
11/9/2017 12:00,5.485,0.522,5.478,0.491,5.209,0.605,4.967,0.68,4.597,0.84,1009.5,94.2,91.4,92.8,29.2,43.1
11/9/2017 12:10,6.219,0.597,6.104,0.605,5.65,0.765,5.414,0.826,5.396,1.011,1009.3,102.7,98.4,97,29,43.2
11/9/2017 12:20,6.497,0.589,6.471,0.56,6.125,0.686,5.881,0.78,5.128,0.859,1009.2,97,92.8,91.4,29,43.8
11/9/2017 12:30,6.597,0.552,6.572,0.532,6.478,0.511,6.546,0.695,5.706,1.011,1009.1,98.4,94.2,94.2,29,48.2
11/9/2017 12:40,6.654,0.702,6.518,0.723,6.214,0.73,6.094,0.746,5.74,0.968,1009,102.7,98.4,92.8,28.7,51.6
11/9/2017 12:50,6.285,0.71,6.172,0.716,6.025,0.868,5.923,0.832,5.654,0.889,1008.8,101.3,97,94.2,28.5,53.8
11/9/2017 13:00,6.177,0.435,6.079,0.469,6.008,0.638,6.158,0.623,6.175,0.782,1008.6,98.4,95.6,94.2,28.3,53.5
11/9/2017 13:10,6.249,0.397,6.158,0.446,6.069,0.596,5.832,0.875,5.482,1.115,1008.5,101.3,98.4,97,28.3,54.6
11/9/2017 13:20,5.549,0.552,5.554,0.56,5.481,0.67,5.571,0.71,5.096,0.952,1008.3,99.8,98.4,97,28.5,55.3
11/9/2017 13:30,5.529,0.512,5.471,0.491,5.363,0.587,4.805,1.004,4.582,0.935,1008.2,105.5,102.7,101.3,28.7,53.8
11/9/2017 13:40,5.448,0.702,5.42,0.686,5.283,0.622,5.004,0.863,4.646,1.047,1008,104.1,101.3,101.3,29,53.6
11/9/2017 13:50,5.514,0.552,5.493,0.551,5.26,0.663,5.048,0.746,4.911,0.846,1007.9,99.8,97,98.4,29,54.4
11/9/2017 14:00,5.431,0.522,5.378,0.491,5.29,0.541,5.068,0.746,4.72,0.912,1007.8,104.1,99.8,98.4,29,54.2
11/9/2017 14:10,5.524,0.767,5.51,0.716,5.251,0.885,4.958,0.993,4.611,1.133,1007.7,104.1,99.8,99.8,29.1,53.7
11/9/2017 14:20,5.679,0.58,5.621,0.579,5.569,0.569,5.451,0.589,4.948,0.865,1007.6,105.5,102.7,104.1,29,56.6
11/9/2017 14:30,5.679,0.767,5.65,0.709,5.542,0.693,5.284,0.988,4.788,0.99,1007.4,105.5,104.1,104.1,29,55.2
11/9/2017 14:40,5.421,0.71,5.432,0.663,5.312,0.678,5.088,0.857,4.429,0.946,1007.3,106.9,102.7,102.7,29.2,55.4
11/9/2017 14:50,6.013,0.615,5.917,0.631,5.606,0.751,5.485,0.68,5.108,0.929,1007.2,108.3,104.1,102.7,29.1,56.3
11/9/2017 15:00,6.307,0.512,6.238,0.48,5.912,0.511,5.584,0.623,5.096,0.795,1007.1,109.7,106.9,106.9,29.1,55.3
11/9/2017 15:10,6.506,0.34,6.442,0.324,6.25,0.383,6.097,0.491,5.349,0.871,1007,111.1,108.3,106.9,29.2,51.9
11/9/2017 15:20,6.514,0.307,6.413,0.289,6.385,0.434,6.119,0.561,5.521,0.795,1006.9,112.5,108.3,108.3,29.3,50.3
11/9/2017 15:30,6.617,0.422,6.516,0.383,6.392,0.396,6.05,0.522,5.229,0.912,1006.9,115.3,112.5,112.5,29.4,51.4
11/9/2017 15:40,6.762,0.205,6.648,0.177,6.517,0.25,6.153,0.561,5.199,0.877,1006.9,116.7,113.9,113.9,29.3,52
11/9/2017 15:50,6.023,0.732,5.954,0.671,5.557,0.63,4.935,0.8,4.159,0.984,1006.8,115.3,112.5,113.9,29.4,54.4
11/9/2017 16:00,5.772,0.324,5.699,0.369,5.564,0.49,5.309,0.695,4.501,0.859,1006.8,118.1,113.9,112.5,29.7,49.9
11/9/2017 16:10,6.187,0.383,6.082,0.369,5.966,0.339,5.385,0.656,4.201,0.801,1006.8,118.1,115.3,115.3,29.6,53.3
11/9/2017 16:20,6.28,0.307,6.197,0.307,5.826,0.409,5.088,0.78,4.129,0.852,1006.9,118.1,115.3,116.7,29.3,54.9
11/9/2017 16:30,6.131,0.324,6.023,0.324,5.76,0.434,5.181,0.922,4.124,0.979,1006.9,119.5,116.7,116.7,29.3,55.3
11/9/2017 16:40,6.106,0.34,5.998,0.324,5.64,0.339,5.201,0.481,4.151,0.768,1006.8,116.7,113.9,113.9,29.2,55.5
11/9/2017 16:50,6.035,0.29,5.942,0.307,5.606,0.354,4.849,0.632,3.938,0.696,1006.9,119.5,115.3,115.3,29.1,55.7
11/9/2017 17:00,5.46,0.397,5.405,0.369,5.145,0.339,4.629,0.458,3.298,0.673,1006.9,115.3,112.5,113.9,29.1,57.6
11/9/2017 17:10,5.782,0.481,5.704,0.458,5.297,0.469,4.574,0.561,3.35,0.704,1006.9,116.7,113.9,113.9,29,56.9
11/9/2017 17:20,5.637,0.397,5.603,0.383,5.447,0.323,5.014,0.458,3.662,0.624,1006.9,115.3,112.5,112.5,28.8,57.1
11/9/2017 17:30,5.148,0.34,5.098,0.339,4.986,0.25,4.55,0.422,3.106,0.589,1007,115.3,112.5,113.9,28.6,58.8
11/9/2017 17:40,5.085,0.307,5.032,0.289,4.905,0.229,4.584,0.34,3.126,0.47,1007,116.7,112.5,113.9,28.5,59.6
11/9/2017 17:50,5.136,0.491,5.067,0.469,4.859,0.457,4.437,0.502,2.944,0.657,1007.1,113.9,109.7,108.3,28.2,60.5
11/9/2017 18:00,5.48,0.29,5.388,0.289,5.104,0.289,4.687,0.29,3.187,0.481,1007.2,112.5,108.3,106.9,28.1,59.6
11/9/2017 18:10,5.296,0.324,5.241,0.307,4.844,0.323,4.439,0.271,3.013,0.447,1007.2,108.3,104.1,102.7,28,61.9
11/9/2017 18:20,5.404,0.205,5.349,0.205,5.069,0.204,4.651,0.251,3.315,0.435,1007.3,105.5,101.3,99.8,27.7,62.9
11/9/2017 18:30,5.183,0.229,5.135,0.205,4.878,0.25,4.567,0.229,3.32,0.459,1007.3,102.7,98.4,97,27.7,63.8
11/9/2017 18:40,4.969,0.205,4.932,0.205,4.565,0.229,4.155,0.229,2.853,0.34,1007.4,101.3,97,95.6,27.6,65.2
11/9/2017 18:50,5.387,0.205,5.339,0.205,4.922,0.177,4.437,0.229,3.008,0.37,1007.4,101.3,97,94.2,27.5,66
11/9/2017 19:00,5.365,0.177,5.324,0.177,4.839,0.204,4.329,0.205,2.978,0.355,1007.5,99.8,94.2,92.8,27.5,66.2
11/9/2017 19:10,5.475,0.205,5.425,0.205,4.917,0.204,4.304,0.177,2.959,0.325,1007.6,97,91.4,90,27.5,66.9
11/9/2017 19:20,5.22,0.271,5.167,0.251,4.626,0.25,4.088,0.251,2.735,0.251,1007.8,95.6,90,87.2,27.4,68.1
11/9/2017 19:30,6.03,0.34,5.991,0.324,5.378,0.323,4.68,0.324,3.183,0.384,1007.9,98.4,92.8,90,27.3,68.5
11/9/2017 19:40,6.276,0.177,6.231,0.145,5.626,0.204,4.926,0.229,3.256,0.384,1008,98.4,94.2,91.4,27.4,67.4
11/9/2017 19:50,5.426,0.29,5.388,0.271,4.788,0.307,4.096,0.324,2.44,0.37,1008.1,98.4,92.8,90,27.3,68.2
11/9/2017 20:00,4.756,0.251,4.733,0.205,4.048,0.204,3.111,0.29,1.754,0.251,1008.3,94.2,87.2,80.2,27.1,69
11/9/2017 20:10,4.584,0.145,4.566,0.145,3.815,0.145,2.841,0.177,1.606,0.178,1008.4,94.2,85.8,77.3,27,68.5
11/9/2017 20:20,4.36,0.177,4.353,0.177,3.609,0.145,2.723,0.145,1.909,0.178,1008.4,95.6,84.4,74.5,27,68.8
11/9/2017 20:30,4.12,0.205,4.091,0.205,3.347,0.177,2.524,0.177,1.291,0.37,1008.5,97,84.4,70.3,27,67.5
11/9/2017 20:40,3.624,0.271,3.613,0.251,3.104,0.204,2.153,0.205,1.171,0.178,1008.5,90,77.3,59.1,26.8,66.2
11/9/2017 20:50,3.069,0.383,3.049,0.409,2.558,0.323,1.952,0.205,2.164,0.775,1008.6,75.9,56.3,32.3,26.4,66.7
11/9/2017 21:00,2.85,0.229,2.845,0.205,2.369,0.25,2.006,0.229,3.05,0.178,1008.7,77.3,56.3,22.5,25.2,69.9
11/9/2017 21:10,2.762,0.307,2.759,0.307,2.404,0.289,1.932,0.205,2.464,0.272,1008.6,84.4,67.5,36.6,24.7,69.6
11/9/2017 21:20,2.472,0.145,2.473,0.145,2.073,0.145,1.638,0.251,2.282,0.435,1008.6,101.3,75.9,30.9,24.8,66.7
11/9/2017 21:30,2.303,0.205,2.276,0.177,1.84,0.145,1.404,0,1.466,0.272,1008.7,116.7,91.4,39.4,24.7,65.2
11/9/2017 21:40,2.045,0.229,2.026,0.205,1.507,0.204,1.579,0.205,1.665,0.178,1008.7,123.8,91.4,25.3,24.7,64.9
11/9/2017 21:50,1.556,0.177,1.561,0.177,1.387,0.102,1.925,0.205,2.032,0.543,1008.7,101.3,54.8,4.2,24.3,65.4
11/9/2017 22:00,1.902,0.145,1.899,0.145,1.338,0.102,1.505,0.229,1.847,0.492,1008.7,136.4,105.5,14.1,24.3,62.7
11/9/2017 22:10,1.893,0.177,1.879,0.145,1.502,0.145,1.677,0.29,1.633,0.397,1008.7,129.4,102.7,35.2,24.6,59.9
11/9/2017 22:20,1.863,0.177,1.852,0.145,1.451,0.102,1.908,0.397,1.245,0.229,1008.6,126.6,88.6,26.7,24.7,58.5
11/9/2017 22:30,2.052,0.145,2.022,0.145,1.656,0.102,1.881,0.251,1.5,0.29,1008.6,130.8,104.1,40.8,24.8,56.3
11/9/2017 22:40,2.334,0.458,2.367,0.458,2.764,0.56,2.659,0.355,3.315,0.657,1008.6,59.1,32.3,4.2,24.3,61
11/9/2017 22:50,1.991,0.145,1.997,0.145,2.198,0.204,2.482,0.229,3.318,0.229,1008.5,75.9,47.8,5.6,23.5,63.7
11/9/2017 23:00,3.091,0.522,3.144,0.532,3.335,0.422,3.131,0.324,3.369,0.308,1008.5,42.2,25.3,9.8,23.3,64.5
11/9/2017 23:10,3.157,0.355,3.215,0.339,3.494,0.25,3.575,0.34,3.18,0.481,1008.5,30.9,15.5,2.8,23.1,64.7
11/9/2017 23:20,3.147,0.324,3.181,0.339,3.303,0.396,3.526,0.542,1.82,0.308,1008.4,45,21.1,2.8,22.9,63.8
11/9/2017 23:30,3.562,0.271,3.618,0.251,3.604,0.307,3.371,0.491,2.206,0.492,1008.3,35.2,25.3,4.2,22.7,64
11/9/2017 23:40,2.916,0.145,2.97,0.145,3.033,0.102,2.73,0.491,3.431,0.272,1008.2,35.2,12.7,1.4,22.6,63.2
11/9/2017 23:50,2.57,0.271,2.617,0.271,2.967,0.177,2.929,0.383,3.581,0.325,1008,35.2,9.8,1.4,22.7,62
11/10/2017 0:00,2.477,0.251,2.522,0.251,2.729,0.354,3.003,0.481,3.488,0.308,1008,29.5,11.3,0,22.5,62
11/10/2017 0:10,2.838,0.205,2.892,0.205,2.921,0.204,3.433,0.532,3.49,0.397,1007.9,26.7,12.7,2.8,22.5,61.5
11/10/2017 0:20,3.331,0.458,3.38,0.469,3.34,0.501,3.253,0.481,2.548,0.726,1007.9,29.5,16.9,4.2,22.6,61.2
11/10/2017 0:30,3.425,0.324,3.485,0.339,3.563,0.204,3.126,0.324,3.018,0.624,1007.8,32.3,16.9,1.4,22.4,62.1
11/10/2017 0:40,3.415,0.251,3.483,0.251,3.589,0.145,2.951,0.271,2.233,0.58,1007.7,33.8,15.5,1.4,22.1,63.4
11/10/2017 0:50,3.319,0.205,3.38,0.205,3.614,0.229,2.91,0.251,2.12,0.423,1007.6,32.3,18.3,1.4,22,63.4
11/10/2017 1:00,3.054,0.307,3.115,0.307,3.509,0.177,2.784,0.589,3.17,0.492,1007.5,29.5,12.7,0,22.4,61
11/10/2017 1:10,2.924,0.205,2.983,0.205,3.31,0.229,3.266,0.502,3.753,0.308,1007.5,28.1,15.5,1.4,22.5,61.3
11/10/2017 1:20,3.103,0.145,3.154,0.145,3.332,0.307,3.646,0.355,3.694,0.384,1007.4,23.9,7,1.4,22.4,61.8
11/10/2017 1:30,3.128,0.102,3.189,0.102,3.183,0.204,3.605,0.369,3.709,0.435,1007.4,28.1,9.8,1.4,22.1,62.7
11/10/2017 1:40,3.078,0.145,3.132,0.145,3.121,0.145,3.148,0.47,3.384,0.447,1007.4,32.3,18.3,1.4,22,62.7
11/10/2017 1:50,3.012,0.102,3.071,0.102,3.193,0.177,3.541,0.435,3.524,0.481,1007.4,26.7,5.6,0,21.9,63
11/10/2017 2:00,3.098,0.145,3.154,0.145,3.548,0.229,3.614,0.229,3.947,0.308,1007.4,26.7,9.8,1.4,22,62.5
11/10/2017 2:10,3.125,0.145,3.189,0.145,3.469,0.145,3.244,0.397,4.225,0.272,1007.3,26.7,15.5,1.4,21.8,63.4
11/10/2017 2:20,3.354,0.102,3.417,0.145,3.381,0.145,3.6,0.369,4.196,0.29,1007.3,28.1,9.8,0,21.6,64.1
11/10/2017 2:30,3.204,0.102,3.262,0.102,3.242,0.145,3.909,0.229,3.657,0.145,1007.2,26.7,4.2,0,21.3,65.1
11/10/2017 2:40,3.169,0.102,3.235,0.102,3.156,0.145,3.889,0.271,3.758,0.145,1007.1,25.3,7,0,21.1,65.6
11/10/2017 2:50,2.973,0.102,3.037,0.102,3.114,0.145,3.374,0.502,3.854,0.229,1007,26.7,5.6,0,21,65.6
11/10/2017 3:00,2.737,0.145,2.794,0.177,3.041,0.204,3.288,0.71,3.97,0.308,1007,25.3,4.2,0,21,65.1
11/10/2017 3:10,2.924,0.145,2.97,0.145,3.104,0.177,3.767,0.383,3.76,0.205,1006.9,29.5,11.3,0,20.9,65.4
11/10/2017 3:20,2.816,0.145,2.867,0.102,3.099,0.229,3.28,0.648,3.854,0.272,1006.9,25.3,2.8,358.6,20.9,64.8
11/10/2017 3:30,3.388,0.205,NaN,NaN,4.227,0.409,2.919,0.458,4.122,0.355,1007,12.7,1.4,358.6,20.9,64.2
11/10/2017 3:40,4.181,0.542,NaN,NaN,5.182,0.531,3.222,0.832,3.087,0.768,1006.9,7,1.4,358.6,20.7,65.3
11/10/2017 3:50,4.679,0.522,NaN,NaN,5.528,0.469,3.74,0.664,2.45,0.598,1006.9,11.3,1.4,358.6,20.5,64.7
11/10/2017 4:00,4.525,0.34,NaN,NaN,5.285,0.409,3.558,0.945,2.541,0.423,1006.9,11.3,1.4,358.6,21,62
11/10/2017 4:10,4.699,0.29,NaN,NaN,5.312,0.229,4.027,0.983,2.666,0.533,1007,9.8,1.4,0,21.6,58
11/10/2017 4:20,4.503,0.29,NaN,NaN,4.837,0.369,4.366,0.532,2.691,0.74,1007,12.7,2.8,1.4,21,62.5
11/10/2017 4:30,4.412,0.229,NaN,NaN,4.57,0.323,4.435,0.435,2.322,0.397,1007,11.3,2.8,1.4,20.8,62.7
11/10/2017 4:40,5.173,0.491,NaN,NaN,5.51,0.48,4.933,0.512,2.627,0.562,1007,11.3,2.8,1.4,21.5,59.8
11/10/2017 4:50,5.77,0.271,NaN,NaN,5.912,0.177,3.678,0.717,3.721,0.41,1007,4.2,2.8,0,21,62.4
11/10/2017 5:00,5.667,0.205,NaN,NaN,5.973,0.177,4.469,0.532,3.192,0.58,1007.1,7,1.4,0,20.8,63.1
11/10/2017 5:10,6.032,0.271,NaN,NaN,6.437,0.145,5.105,0.369,2.887,0.589,1007.2,5.6,1.4,2.8,20.8,63.2
11/10/2017 5:20,6.565,0.34,NaN,NaN,6.596,0.289,5.078,0.324,2.666,0.607,1007.3,8.4,1.4,4.2,20.2,66.7
11/10/2017 5:30,6.322,0.355,NaN,NaN,6.76,0.339,5.861,0.64,2.135,0.589,1007.3,9.8,1.4,1.4,19.8,68.2
11/10/2017 5:40,6.474,0.29,NaN,NaN,6.954,0.396,6.328,0.532,2.629,0.523,1007.4,9.8,1.4,1.4,19.9,67
11/10/2017 5:50,6.234,0.307,6.371,0.324,6.26,0.531,5.318,0.922,2.733,0.34,1007.5,15.5,7,4.2,20,66.4
11/10/2017 6:00,6.629,0.369,6.778,0.383,6.441,0.289,5.264,0.623,2.737,0.355,1007.6,16.9,7,1.4,19.8,68.5
11/10/2017 6:10,6.298,0.271,6.425,0.307,6.468,0.469,6.31,0.64,2.915,0.503,1007.7,15.5,5.6,1.4,20.2,64.8
11/10/2017 6:20,6.278,0.29,NaN,NaN,6.241,0.339,5.94,0.725,3.023,0.553,1007.8,14.1,4.2,1.4,20.7,61.8
11/10/2017 6:30,6.199,0.355,NaN,NaN,6.258,0.457,6.423,1.004,3.768,0.681,1008,14.1,5.6,1.4,21.1,58.7
11/10/2017 6:40,7.066,0.383,7.212,0.383,6.554,0.422,4.965,0.369,2.676,0.633,1008.1,16.9,7,2.8,21.1,59.4
11/10/2017 6:50,6.663,0.502,6.807,0.501,6.245,0.307,4.832,0.369,2.814,0.543,1008.2,15.5,5.6,2.8,21,59.1
11/10/2017 7:00,6.46,0.753,6.594,0.766,6.032,0.605,4.584,0.491,3.136,0.657,1008.4,15.5,7,7,21.1,59.1
11/10/2017 7:10,7.356,0.383,7.506,0.383,6.809,0.323,5.242,0.397,2.378,0.355,1008.5,15.5,7,2.8,20.8,61.8
