Date/Time,100m_N Avg [m/s],100m_N Std [m/s],100m_S Avg [m/s],100m_S Std [m/s],80m Avg [m/s],80m Std [m/s],50m Avg [m/s],50m Std [m/s],20m Avg [m/s],20m Std [m/s],Pressure [mbar],98m WV [°],78m WV [°],48m WV [°],Temp 5m [°C],Hum 5m [%]
11/1/2017 0:00,3.285,0.177,NaN,NaN,3.803,0.383,2.563,0.205,4.068,0.205,1009.4,11.3,0,355.8,22.5,62.5
11/1/2017 0:10,3.017,0.177,NaN,NaN,3.866,0.145,3.204,0.695,3.758,0.308,1009.3,14.1,1.4,358.6,22.5,61.5
11/1/2017 0:20,3.066,0.145,3.13,0.145,3.148,0.177,4.457,0.29,3.547,0.145,1009.4,29.5,12.7,1.4,22.6,61
11/1/2017 0:30,3.351,0.205,3.409,0.205,3.511,0.25,3.833,0.34,3.34,0.205,1009.4,33.8,16.9,2.8,22.9,59.8
11/1/2017 0:40,3.039,0.102,3.088,0.145,3.276,0.271,2.254,0.422,3.165,0.37,1009.4,26.7,7,358.6,23.2,57.4
11/1/2017 0:50,2.796,0.205,2.85,0.205,3.046,0.177,2.88,0.64,2.482,0.29,1009.3,35.2,18.3,0,23.3,54.9
11/1/2017 1:00,2.499,0.102,2.551,0.145,2.827,0.102,2.851,0.29,3.404,0.229,1009.1,29.5,23.9,0,24,51
11/1/2017 1:10,3.069,0.205,3.125,0.205,3.487,0.271,3.543,0.177,3.724,0.178,1009,33.8,26.7,2.8,23.8,50.8
11/1/2017 1:20,3.201,0.145,3.257,0.177,3.288,0.204,3.082,0.229,3.141,0.523,1009,45,38,21.1,23.6,50.7
11/1/2017 1:30,3.403,0.177,3.458,0.177,3.501,0.204,2.861,0.177,2.356,0.355,1008.8,40.8,33.8,18.3,23.6,48
11/1/2017 1:40,3.697,0.102,3.757,0.102,3.815,0.145,3.295,0.205,3.03,0.589,1008.8,42.2,32.3,19.7,24,46.5
11/1/2017 1:50,4.402,0.422,4.473,0.409,4.41,0.422,4.017,0.648,2.046,0.29,1008.8,42.2,35.2,21.1,23.6,47.7
11/1/2017 2:00,4.606,0.307,4.672,0.307,4.939,0.204,4.211,0.512,2.575,0.459,1008.7,45,36.6,22.5,23.1,49.8
11/1/2017 2:10,4.031,0.145,4.081,0.145,4.516,0.204,3.482,0.177,1.842,0.308,1008.6,47.8,39.4,19.7,23.2,47
11/1/2017 2:20,3.638,0.102,3.689,0,4.155,0.102,3.985,0.145,2.364,0.355,1008.6,46.4,36.6,15.5,23.5,45.7
11/1/2017 2:30,3.651,0.102,3.711,0.102,4.07,0.177,4.221,0.102,3.692,0.459,1008.5,40.8,30.9,16.9,23.2,47.6
11/1/2017 2:40,3.638,0.251,3.713,0.251,3.83,0.145,4.059,0.251,4.021,0.251,1008.4,39.4,30.9,16.9,23.1,47.1
11/1/2017 2:50,4.203,0.145,4.275,0.102,4.295,0.145,4.84,0.422,3.62,0.47,1008.4,33.8,19.7,7,23.3,44.4
11/1/2017 3:00,4.166,0.102,4.245,0.145,4.325,0.177,4.545,0.34,3.495,0.523,1008.4,28.1,12.7,2.8,23.7,42.8
11/1/2017 3:10,4.903,0.355,4.993,0.354,4.984,0.204,4.496,0.422,2.954,0.553,1008.4,29.5,15.5,2.8,23.6,43.9
11/1/2017 3:20,4.866,0.251,4.939,0.251,4.648,0.369,4.4,0.251,2.496,0.47,1008.3,43.6,26.7,4.2,23.3,45.3
11/1/2017 3:30,4.859,0.205,4.944,0.205,4.378,0.177,4.786,0.324,3.101,0.435,1008.3,39.4,19.7,1.4,23,46
11/1/2017 3:40,4.544,0.307,4.623,0.307,4.307,0.204,5.53,0.491,2.796,0.589,1008.3,32.3,11.3,1.4,23,45.4
11/1/2017 3:50,4.363,0.355,4.449,0.369,5.123,0.551,6.34,0.34,2.784,0.562,1008.3,18.3,2.8,1.4,22.6,46.6
11/1/2017 4:00,5.202,0.307,NaN,NaN,5.863,0.307,6.008,0.481,2.73,0.37,1008.2,5.6,1.4,0,22.4,46.8
11/1/2017 4:10,5.114,0.34,NaN,NaN,6.113,0.339,6.352,0.552,3.298,0.815,1008.2,11.3,2.8,1.4,22.4,44.8
11/1/2017 4:20,5.163,0.355,NaN,NaN,5.875,0.383,5.805,0.532,3.888,0.733,1008.2,11.3,2.8,1.4,23.6,39.8
11/1/2017 4:30,5.684,0.41,NaN,NaN,6.365,0.521,5.773,0.695,3.524,0.808,1008.2,11.3,2.8,1.4,24.1,38.2
11/1/2017 4:40,5.74,0.355,5.846,0.354,6.201,0.511,5.527,0.57,2.369,0.47,1008.3,15.5,4.2,1.4,24.1,39.4
11/1/2017 4:50,6.278,0.29,6.415,0.307,5.817,0.323,5.807,0.271,2.442,0.459,1008.3,21.1,7,1.4,23,43.9
11/1/2017 5:00,6.234,0.251,6.361,0.251,5.777,0.369,5.38,0.324,2.698,0.543,1008.4,28.1,12.7,2.8,22.5,45.8
11/1/2017 5:10,6.037,0.383,6.172,0.409,5.819,0.339,5.765,0.447,2.991,0.543,1008.4,22.5,7,1.4,22.4,45.7
11/1/2017 5:20,6.44,0.422,6.562,0.409,6.03,0.501,5.527,0.58,2.969,0.598,1008.5,29.5,12.7,1.4,22.5,45.4
11/1/2017 5:30,6.519,0.355,6.614,0.354,6.461,0.383,4.962,0.687,3.067,0.503,1008.6,40.8,23.9,8.4,22.2,46.8
11/1/2017 5:40,6.246,0.324,6.354,0.339,5.866,0.511,5.282,0.422,3.633,0.34,1008.7,32.3,18.3,4.2,22.2,45.9
11/1/2017 5:50,6.875,0.435,6.962,0.446,6.731,0.501,5.358,1.159,2.666,0.533,1008.8,39.4,25.3,12.7,22.1,48
11/1/2017 6:00,6.693,0.271,6.78,0.251,6.659,0.339,5.66,0.561,2.228,0.308,1009,43.6,28.1,14.1,21.4,50.7
11/1/2017 6:10,6.904,0.271,7.006,0.271,6.98,0.354,6.09,0.34,3.003,0.533,1009.2,45,32.3,16.9,21,51.9
11/1/2017 6:20,6.575,0.271,6.668,0.271,6.735,0.307,5.743,0.324,2.897,0.29,1009.3,46.4,32.3,19.7,20.8,52.6
11/1/2017 6:30,6.641,0.29,6.726,0.271,6.875,0.229,5.817,0.422,2.555,0.325,1009.4,47.8,33.8,19.7,20.9,53
11/1/2017 6:40,6.251,0.177,6.314,0.205,6.549,0.177,5.94,0.422,2.9,0.355,1009.6,52,36.6,19.7,20.7,52.9
11/1/2017 6:50,5.924,0.397,5.984,0.396,6.184,0.409,5.839,0.447,2.737,0.308,1009.7,53.4,39.4,22.5,20.9,51.5
11/1/2017 7:00,5.463,0.205,5.523,0.205,5.626,0.204,5.562,0.324,2.361,0.29,1009.8,53.4,39.4,25.3,21.1,49.9
11/1/2017 7:10,5.097,0.177,5.167,0.145,5.339,0.177,5.267,0.542,3.02,0.447,1009.9,46.4,36.6,23.9,21.5,48.7
11/1/2017 7:20,5.274,0.205,5.334,0.229,5.557,0.145,5.257,0.47,3.259,0.325,1010,49.2,38,23.9,22,46.4
11/1/2017 7:30,5.708,0.251,5.773,0.271,5.831,0.204,5.029,0.397,2.986,0.325,1010.2,46.4,35.2,21.1,22.4,45.9
11/1/2017 7:40,5.78,0.145,5.844,0.205,5.917,0.204,5.436,0.34,3.062,0.251,1010.3,47.8,33.8,18.3,22.5,47.1
11/1/2017 7:50,6.072,0.307,6.155,0.307,6.221,0.339,5.169,0.34,2.639,0.355,1010.6,43.6,30.9,19.7,22.1,49.6
11/1/2017 8:00,6.619,0.251,6.714,0.251,6.875,0.289,5.23,0.597,2.253,0.513,1010.7,46.4,33.8,21.1,22.4,49.2
11/1/2017 8:10,7.103,0.229,7.18,0.251,7.159,0.271,6.001,0.491,2.956,0.29,1010.8,49.2,39.4,23.9,22.5,49.9
11/1/2017 8:20,7.137,0.229,7.224,0.229,7.284,0.229,5.535,0.57,2.516,0.435,1011,45,33.8,19.7,22.7,49.6
11/1/2017 8:30,7.061,0.229,7.16,0.229,7.076,0.323,4.864,0.615,2.233,0.308,1011.1,45,33.8,19.7,23.3,48.3
11/1/2017 8:40,7.299,0.205,7.393,0.205,7.36,0.271,5.166,0.82,2.376,0.696,1011.3,43.6,32.3,22.5,24.4,47
11/1/2017 8:50,7.442,0.205,7.538,0.229,7.468,0.177,6.529,0.615,4.088,0.513,1011.4,46.4,35.2,23.9,25.3,41.9
11/1/2017 9:00,7.52,0.145,7.624,0.145,7.377,0.204,6.816,0.422,4.466,0.47,1011.5,47.8,35.2,23.9,25.8,41.3
11/1/2017 9:10,7.692,0.145,7.805,0.177,7.564,0.204,6.256,0.561,4.442,0.481,1011.6,45,33.8,23.9,26.4,39.7
11/1/2017 9:20,7.508,0.229,7.607,0.229,7.341,0.307,5.903,0.64,4.341,0.704,1011.7,45,32.3,22.5,27,38.2
11/1/2017 9:30,7.15,0.307,7.268,0.307,6.851,0.354,5.748,0.589,4.621,0.607,1011.8,38,26.7,22.5,27.3,38
11/1/2017 9:40,6.236,0.481,6.339,0.491,5.675,0.716,4.658,0.787,4.225,0.649,1012,33.8,23.9,19.7,27.6,36.6
11/1/2017 9:50,6.177,0.422,6.27,0.434,5.897,0.457,5.144,0.623,4.326,0.641,1012,36.6,25.3,21.1,28.2,35.9
11/1/2017 10:00,5.284,0.623,5.373,0.639,5.015,0.686,4.466,0.623,3.994,0.641,1012,42.2,32.3,25.3,28.7,36
11/1/2017 10:10,4.832,0.502,4.915,0.522,4.714,0.469,4.42,0.435,4.019,0.696,1012,43.6,32.3,25.3,28.8,35.9
11/1/2017 10:20,4.923,0.648,5.005,0.694,4.699,0.596,4.444,0.71,4.169,0.553,1012,49.2,42.2,39.4,29.3,34.5
11/1/2017 10:30,4.778,0.739,4.802,0.772,4.687,0.805,4.25,0.725,3.8,0.633,1011.8,50.6,45,38,29.8,32.8
11/1/2017 10:40,5.443,0.623,5.501,0.647,5.577,0.622,5.692,0.552,4.867,0.688,1011.8,47.8,42.2,39.4,30.2,30.8
11/1/2017 10:50,5.48,0.826,5.542,0.868,5.358,0.965,5.07,1.084,4.636,0.946,1011.7,49.2,43.6,42.2,30.4,31.5
11/1/2017 11:00,5.608,0.632,5.635,0.655,5.577,0.596,5.348,0.656,5.106,0.633,1011.6,50.6,42.2,39.4,30.5,31
11/1/2017 11:10,5.443,0.893,5.478,0.904,5.336,0.849,5.363,0.717,5.27,0.918,1011.5,57.7,52,49.2,30.9,29.5
11/1/2017 11:20,5.811,0.664,5.893,0.701,5.871,0.638,5.623,0.8,5.155,0.754,1011.4,57.7,52,52,31.2,28.6
11/1/2017 11:30,5.696,0.8,5.736,0.825,5.699,0.772,5.564,0.76,5.266,0.821,1011.3,63.3,57.7,53.4,31.4,27.6
11/1/2017 11:40,5.811,0.807,5.868,0.806,5.826,0.805,5.643,0.702,5.391,0.821,1011.1,70.3,64.7,63.3,31.4,27.6
11/1/2017 11:50,5.308,1.084,5.273,1.121,5.072,1.129,4.783,1.03,4.343,0.906,1011,70.3,67.5,67.5,31.5,30
11/1/2017 12:00,4.272,0.561,4.314,0.56,4.288,0.469,4.282,0.615,4.041,0.665,1010.8,75.9,75.9,81.6,31.6,33.3
11/1/2017 12:10,4.179,0.502,4.177,0.532,4.092,0.49,3.909,0.672,3.62,0.589,1010.8,84.4,84.4,90,31.4,36.1
11/1/2017 12:20,4.284,0.47,4.292,0.48,4.29,0.521,4.218,0.542,3.888,0.633,1010.6,84.4,85.8,90,31.2,37.1
11/1/2017 12:30,4.373,0.422,4.392,0.383,4.307,0.422,4.201,0.458,3.915,0.657,1010.5,83,84.4,90,31.2,37.6
11/1/2017 12:40,4.554,0.435,4.532,0.396,4.459,0.396,4.317,0.47,4.171,0.553,1010.3,87.2,87.2,95.6,30.9,38.5
11/1/2017 12:50,4.584,0.397,4.588,0.383,4.371,0.396,4.241,0.41,4.085,0.571,1010.1,84.4,84.4,90,30.9,39.8
11/1/2017 13:00,4.706,0.397,4.689,0.383,4.606,0.369,4.535,0.383,4.452,0.562,1010,88.6,88.6,94.2,30.9,40.5
11/1/2017 13:10,4.842,0.271,4.812,0.271,4.709,0.339,4.673,0.383,4.365,0.553,1009.8,94.2,94.2,95.6,30.8,41
11/1/2017 13:20,4.783,0.422,4.758,0.396,4.57,0.457,4.435,0.672,4.282,0.768,1009.7,94.2,92.8,95.6,30.8,43.6
11/1/2017 13:30,4.91,0.307,4.861,0.307,4.792,0.323,4.916,0.355,4.877,0.423,1009.5,97,94.2,94.2,30.7,39.8
11/1/2017 13:40,4.866,0.532,4.834,0.501,4.724,0.521,4.358,0.695,4.25,0.889,1009.4,101.3,97,99.8,30.8,43.6
11/1/2017 13:50,4.834,0.481,4.767,0.501,4.616,0.613,4.432,0.881,4.395,0.946,1009.2,99.8,98.4,99.8,30.7,47.2
11/1/2017 14:00,5.249,0.57,5.275,0.57,4.991,0.551,4.759,0.702,4.57,0.906,1009.1,99.8,98.4,101.3,30.5,49.6
11/1/2017 14:10,5.291,0.656,5.312,0.597,4.986,0.73,4.945,0.702,4.552,0.883,1009,99.8,97,101.3,30.7,47.5
11/1/2017 14:20,5.033,0.58,5.013,0.597,4.905,0.56,4.948,0.857,4.348,0.912,1008.8,99.8,98.4,102.7,30.7,43.6
11/1/2017 14:30,5.384,0.522,5.366,0.491,5.155,0.613,5.031,0.597,4.614,0.852,1008.8,97,92.8,92.8,30.7,39.9
11/1/2017 14:40,5.563,0.383,5.52,0.383,5.14,0.578,4.633,0.695,3.874,0.754,1008.7,91.4,88.6,91.4,31,38.9
11/1/2017 14:50,5.566,0.251,5.554,0.229,5.341,0.339,4.958,0.542,4.147,0.877,1008.5,88.6,85.8,87.2,31.3,37.4
11/1/2017 15:00,5.514,0.307,5.518,0.289,5.089,0.409,4.341,0.606,3.519,0.607,1008.4,91.4,87.2,90,31.5,38.7
11/1/2017 15:10,4.991,0.29,5.018,0.271,4.525,0.354,4.061,0.57,3.829,0.696,1008.4,87.2,84.4,91.4,31.4,39.3
11/1/2017 15:20,4.856,0.34,4.856,0.354,4.425,0.396,4.02,0.422,3.448,0.589,1008.4,87.2,83,87.2,31.4,38.6
11/1/2017 15:30,4.738,0.383,4.733,0.383,4.518,0.383,4.096,0.522,3.458,0.589,1008.3,85.8,83,87.2,31.4,38.3
11/1/2017 15:40,4.267,0.512,4.28,0.491,3.893,0.531,3.749,0.502,3.542,0.562,1008.2,84.4,78.8,83,31.4,37.4
11/1/2017 15:50,3.739,0.552,3.703,0.541,3.504,0.605,3.222,0.502,2.88,0.641,1008.2,87.2,81.6,81.6,31.5,35.8
11/1/2017 16:00,4.043,0.47,4.086,0.491,3.778,0.446,3.56,0.383,3.63,0.492,1008.2,85.8,80.2,83,31.6,31.4
11/1/2017 16:10,4.343,0.435,4.311,0.446,3.952,0.511,3.894,0.458,3.729,0.37,1008.2,90,83,81.6,31.6,30.8
11/1/2017 16:20,4.338,0.481,4.336,0.491,4.045,0.469,3.595,0.447,3.259,0.58,1008.2,87.2,81.6,78.8,31.6,31.9
11/1/2017 16:30,4.832,0.435,4.802,0.434,4.42,0.531,3.966,0.68,3.519,0.761,1008.2,90,85.8,83,31.5,32
11/1/2017 16:40,4.822,0.369,4.775,0.422,4.349,0.541,3.899,0.502,3.529,0.562,1008.1,88.6,83,83,31,35.3
11/1/2017 16:50,4.714,0.369,4.704,0.369,4.045,0.501,3.465,0.58,2.934,0.733,1008.2,85.8,83,83,30.9,34.7
11/1/2017 17:00,4.65,0.145,4.662,0.145,4.207,0.204,3.347,0.435,2.772,0.447,1008.2,84.4,81.6,83,30.8,36.3
11/1/2017 17:10,4.544,0.102,4.547,0.102,4.124,0.177,3.445,0.369,2.639,0.34,1008.2,81.6,75.9,78.8,30.7,36.1
11/1/2017 17:20,4.319,0.102,4.329,0.102,3.913,0.204,3.077,0.271,2.322,0.29,1008.2,78.8,73.1,70.3,30.5,36.7
11/1/2017 17:30,4.375,0.102,4.375,0,4.026,0.229,2.888,0.307,2.069,0.229,1008.2,84.4,77.3,70.3,30.4,37.8
11/1/2017 17:40,4.741,0.229,4.718,0.205,4.043,0.25,2.676,0.271,1.461,0.229,1008.2,90,83,74.5,30.3,39.9
11/1/2017 17:50,4.564,0,4.547,0,4.222,0.102,2.937,0.177,1.712,0.229,1008.3,87.2,78.8,75.9,30.2,39.8
11/1/2017 18:00,4.427,0,4.427,0,4.204,0,3.153,0.145,1.992,0.251,1008.3,81.6,75.9,71.7,30.1,38.9
11/1/2017 18:10,4.159,0.177,4.157,0.177,3.91,0.102,3.123,0.145,1.673,0.145,1008.3,80.2,68.9,64.7,29.8,41.5
11/1/2017 18:20,3.845,0.102,3.848,0.102,3.597,0.102,2.726,0.177,1.601,0.178,1008.4,78.8,70.3,56.3,29.6,42.2
11/1/2017 18:30,3.516,0.251,3.527,0.229,3.082,0.204,2.146,0.177,1.255,0.229,1008.4,77.3,64.7,47.8,29.2,45
11/1/2017 18:40,3.317,0.102,3.331,0,2.901,0.145,2.274,0.145,1.326,0.103,1008.5,77.3,66.1,52,28.8,44.7
11/1/2017 18:50,3.199,0.145,3.211,0.145,2.913,0.145,2.441,0.102,1.417,0,1008.5,71.7,61.9,49.2,28.8,42.4
11/1/2017 19:00,3.11,0,3.144,0,2.754,0.102,2.492,0,1.326,0.145,1008.7,64.7,53.4,38,28.8,39.3
11/1/2017 19:10,3.164,0.102,3.181,0.102,2.796,0.102,2.365,0,1.299,0.103,1008.8,71.7,61.9,54.8,28.8,38.6
11/1/2017 19:20,3.317,0.102,3.338,0.102,2.977,0.145,2.423,0,1.437,0.145,1008.8,68.9,63.3,57.7,28.6,40.3
11/1/2017 19:30,3.346,0.102,3.382,0.102,3.09,0.102,2.671,0.102,1.741,0,1009,60.5,57.7,54.8,28.6,42.1
11/1/2017 19:40,3.683,0.102,3.728,0.102,3.011,0.102,2.559,0,1.771,0.103,1009.1,47.8,46.4,45,28.5,42.2
11/1/2017 19:50,3.754,0,3.806,0,3.087,0.102,2.311,0.102,1.343,0.145,1009.2,46.4,42.2,36.6,28.3,38.8
11/1/2017 20:00,3.734,0.145,3.779,0.145,3.224,0.177,2.198,0.177,1.181,0.41,1009.3,47.8,39.4,23.9,28.3,37.5
11/1/2017 20:10,3.523,0.102,3.573,0.102,2.766,0.102,1.562,0.102,2.194,0.29,1009.5,45,38,16.9,27.6,40.5
11/1/2017 20:20,3.4,0.102,3.453,0.102,2.656,0.102,1.552,0.102,1.545,0.598,1009.6,46.4,39.4,32.3,27,41.9
11/1/2017 20:30,3.415,0.102,3.473,0.102,2.845,0.102,1.638,0.229,1.835,0.607,1009.7,42.2,32.3,14.1,26.9,41.1
11/1/2017 20:40,3.741,0.177,3.809,0.177,3.359,0.307,2.259,0.369,2.179,0.423,1009.8,32.3,23.9,8.4,26.5,42.8
11/1/2017 20:50,3.943,0.102,4.02,0.102,3.957,0.204,3.001,0.205,1.845,0.272,1009.8,26.7,22.5,14.1,25.7,45.3
11/1/2017 21:00,3.994,0.145,4.061,0.145,3.994,0.289,2.831,0.205,1.756,0.503,1009.9,29.5,19.7,5.6,25.5,45.5
11/1/2017 21:10,3.857,0.177,3.917,0.205,3.313,0.271,2.276,0.177,2.135,0.355,1009.9,35.2,25.3,19.7,25.4,45.8
11/1/2017 21:20,3.869,0.177,3.929,0.205,3.717,0.204,2.08,0.205,2.155,0.178,1010,42.2,29.5,26.7,25.3,46.6
11/1/2017 21:30,3.926,0.145,3.985,0.145,3.793,0.102,2.868,0.355,2.219,0.272,1009.9,45,32.3,14.1,25.2,46.8
11/1/2017 21:40,4.154,0.251,4.213,0.229,3.874,0.177,3.447,0.29,2.157,0.205,1009.9,46.4,29.5,9.8,25.2,46.5
11/1/2017 21:50,3.243,0.229,3.291,0.229,3.249,0.271,2.978,0.47,2.209,0.41,1010,42.2,28.1,11.3,25.2,46
11/1/2017 22:00,3.565,0.307,3.622,0.289,3.3,0.271,2.482,0.177,1.535,0.29,1010,46.4,32.3,14.1,25.3,44.9
11/1/2017 22:10,4.616,0.324,4.664,0.354,3.771,0.383,3.094,0.307,1.291,0.178,1010,53.4,40.8,21.1,25.3,44.6
11/1/2017 22:20,5.409,0.29,5.476,0.271,4.817,0.25,3.543,0.229,1.5,0.308,1010,52,39.4,22.5,25.3,44.7
11/1/2017 22:30,6.317,0.522,6.383,0.532,5.226,0.25,3.681,0.29,1.916,0.384,1010,52,38,21.1,24.7,47.1
11/1/2017 22:40,7.498,0.229,7.57,0.229,6.481,0.569,4.27,0.491,2.6,0.397,1010,60.5,46.4,25.3,24.3,47.4
11/1/2017 22:50,6.892,1.259,6.942,1.249,6.395,1.471,4.243,0.887,2.312,0.711,1010.1,61.9,52,40.8,24.2,47.9
11/1/2017 23:00,6.511,0.589,6.574,0.597,5.611,0.369,4.697,0.324,2.87,0.447,1010,59.1,52,38,24.1,47.4
11/1/2017 23:10,6.209,1.234,6.273,1.265,5.231,0.751,4.059,0.307,3.362,0.834,1010,60.5,54.8,46.4,24.2,45.8
11/1/2017 23:20,7.285,0.324,7.361,0.307,5.856,0.177,4.277,0.251,3.61,0.229,1010,53.4,43.6,35.2,24.7,44.7
11/1/2017 23:30,6.069,1.159,6.111,1.171,4.841,0.758,3.882,0.502,2.597,0.481,1010,59.1,50.6,40.8,24.1,48
11/1/2017 23:40,6.31,0.458,6.381,0.446,5.143,0.409,3.477,0.205,3.119,0.29,1009.9,53.4,47.8,40.8,24.4,43.3
11/1/2017 23:50,6.791,0.324,6.854,0.324,5.922,0.339,4.469,0.383,3.428,0.325,1009.8,57.7,45,38,24.6,44.6
11/2/2017 0:00,7.051,0.324,7.106,0.324,5.986,0.307,4.403,0.205,2.976,0.29,1009.8,63.3,52,36.6,24,46
11/2/2017 0:10,6.29,0.41,6.329,0.383,5.383,0.339,4.054,0.76,2.676,0.34,1009.8,64.7,53.4,36.6,24,45.2
11/2/2017 0:20,6.607,0.502,6.655,0.512,6.238,0.409,4.155,0.229,2.492,0.29,1009.7,64.7,50.6,36.6,24.1,45.2
11/2/2017 0:30,6.995,0.632,7.05,0.622,6.704,0.354,4.53,0.271,2.696,0.29,1009.5,61.9,50.6,35.2,24.1,45
11/2/2017 0:40,7.312,0.57,7.359,0.579,6.914,0.339,4.926,0.307,2.715,0.251,1009.5,61.9,49.2,36.6,24.1,45
11/2/2017 0:50,7.341,0.71,7.406,0.738,7.157,0.49,5.164,0.271,2.905,0.229,1009.4,61.9,50.6,35.2,24.1,44.2
11/2/2017 1:00,7.565,0.34,7.626,0.324,7.409,0.204,5.373,0.205,2.705,0.29,1009.3,57.7,46.4,32.3,24,44.7
11/2/2017 1:10,7.594,0.271,7.651,0.271,7.733,0.145,5.436,0.145,3.005,0.178,1009.2,59.1,47.8,30.9,24,43.8
11/2/2017 1:20,7.958,0.34,8.031,0.339,7.787,0.145,5.493,0.307,2.969,0.325,1009.2,57.7,46.4,25.3,23.6,44.8
11/2/2017 1:30,8.115,0.481,8.19,0.48,7.747,0.25,5.323,0.34,2.932,0.58,1009.2,56.3,45,25.3,23.1,46.9
11/2/2017 1:40,7.989,0.251,8.07,0.251,7.76,0.204,5.255,0.422,2.627,0.589,1009.1,54.8,45,23.9,23,47.1
11/2/2017 1:50,8.171,0.271,8.259,0.251,7.799,0.204,5.279,0.458,2.826,0.481,1009.1,53.4,42.2,22.5,22.5,49
11/2/2017 2:00,8.544,0.34,8.649,0.339,7.855,0.605,5.193,0.502,2.479,0.571,1009.1,50.6,38,22.5,22.2,49.6
11/2/2017 2:10,8.495,0.447,8.587,0.446,7.101,0.843,4.498,0.648,1.973,0.447,1009,49.2,35.2,23.9,22,49.6
11/2/2017 2:20,7.992,0.251,8.072,0.251,7.081,0.551,4.214,0.725,1.749,0.513,1009,54.8,39.4,36.6,21.8,50.5
11/2/2017 2:30,8.63,0.145,8.71,0.177,8.343,0.204,6.033,0.774,2.961,0.624,1008.8,59.1,45,25.3,21.8,50.2
11/2/2017 2:40,8.638,0.481,8.727,0.469,8.313,0.25,6.225,0.177,3.638,0.251,1008.8,54.8,43.6,25.3,21.8,50.9
11/2/2017 2:50,7.972,0.271,8.067,0.289,8.017,0.307,5.579,0.397,2.541,0.607,1008.6,49.2,40.8,18.3,21.9,50.3
11/2/2017 3:00,8.237,0.355,8.327,0.354,8.12,0.446,5.849,0.502,3.055,0.607,1008.6,52,40.8,21.1,22,49.8
11/2/2017 3:10,8.365,0.369,8.462,0.369,8.161,0.339,5.795,0.481,3.06,0.481,1008.5,52,39.4,19.7,22.1,48.8
11/2/2017 3:20,8.267,0.205,8.359,0.229,8.127,0.177,5.748,0.481,3.065,0.37,1008.5,53.4,43.6,23.9,21.9,49.7
11/2/2017 3:30,8.132,0.324,8.222,0.354,8.257,0.271,5.785,0.458,2.86,0.251,1008.5,52,42.2,22.5,21.6,50.5
11/2/2017 3:40,8.26,0.229,8.347,0.229,8.617,0.204,5.684,0.58,2.833,0.29,1008.5,53.4,42.2,22.5,21.8,49.2
11/2/2017 3:50,7.975,0.271,8.053,0.289,8.232,0.307,5.783,0.502,2.683,0.29,1008.5,57.7,46.4,23.9,21.8,48.7
11/2/2017 4:00,7.786,0.177,7.837,0.177,7.774,0.177,5.257,0.512,2.41,0.251,1008.4,60.5,46.4,25.3,21.6,49.9
11/2/2017 4:10,7.891,0.29,7.947,0.307,7.718,0.229,5.854,0.47,2.14,0.325,1008.4,63.3,50.6,29.5,21.3,50.8
11/2/2017 4:20,7.768,0.251,7.803,0.251,7.265,0.204,5.748,0.177,2.474,0.29,1008.5,67.5,53.4,33.8,21,53.3
11/2/2017 4:30,7.641,0.383,7.68,0.396,7,0.422,5.822,0.324,3.062,0.553,1008.6,66.1,53.4,35.2,20.7,55.3
11/2/2017 4:40,7.822,0.324,7.879,0.324,6.711,0.289,5.559,0.205,3.468,0.29,1008.5,63.3,53.4,36.6,20.7,55.4
11/2/2017 4:50,7.935,0.369,7.979,0.396,7.083,0.469,5.345,0.177,3.456,0.251,1008.5,63.3,50.6,32.3,20.5,55.9
11/2/2017 5:00,8.454,0.177,8.526,0.145,7.904,0.354,5.444,0.177,2.646,0.397,1008.5,64.7,52,32.3,20.7,54.6
11/2/2017 5:10,8.235,0.307,8.3,0.307,7.821,0.25,5.336,0.229,2.669,0.423,1008.6,61.9,47.8,29.5,21,52.1
11/2/2017 5:20,8.613,0.447,8.693,0.422,8.073,0.25,5.667,0.383,2.836,0.229,1008.7,59.1,46.4,30.9,21.5,49.9
11/2/2017 5:30,8.638,0.229,8.715,0.251,8.345,0.289,6.067,0.458,2.946,0.29,1008.8,60.5,47.8,29.5,21.8,48.8
11/2/2017 5:40,8.736,0.205,8.813,0.205,8.191,0.25,5.365,0.532,2.578,0.251,1008.9,60.5,46.4,28.1,21.6,50.2
11/2/2017 5:50,8.51,0.34,8.585,0.339,8.458,0.271,6.097,0.458,2.996,0.47,1009,60.5,47.8,29.5,21.1,51
11/2/2017 6:00,8.505,0.458,8.577,0.491,8.255,0.25,5.64,0.458,2.43,0.29,1009.2,60.5,47.8,29.5,21.3,50.3
11/2/2017 6:10,8.021,0.29,8.104,0.307,8.304,0.25,6.261,0.502,2.9,0.41,1009.2,60.5,46.4,29.5,21.5,48.6
11/2/2017 6:20,8.522,0.383,8.604,0.383,8.673,0.446,6.367,0.648,3.207,0.459,1009.3,60.5,46.4,28.1,21.6,48.5
11/2/2017 6:30,8.446,0.324,8.519,0.339,9.193,0.25,7.244,0.355,4.083,0.481,1009.4,59.1,49.2,29.5,21.6,48.5
11/2/2017 6:40,7.815,0.205,7.871,0.205,8.463,0.289,7.015,0.41,3.748,0.523,1009.5,63.3,50.6,30.9,21.6,48.6
11/2/2017 6:50,7.815,0.251,7.871,0.271,8.624,0.271,7.177,0.34,3.647,0.543,1009.7,61.9,47.8,29.5,21.6,49.2
